"Sector","Function","Transaction","Data","2015"
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D9SK Capital transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P5K Gross capital formation","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P5K Gross capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P5K Gross capital formation","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P51K Gross fixed capital formation","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P51K Gross fixed capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P51K Gross fixed capital formation","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NPK Acquisitions less disposals of non-produced assets","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NPK Acquisitions less disposals of non-produced assets","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NPK Acquisitions less disposals of non-produced assets","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P3K Final consumption expenditure","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P3K Final consumption expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P3K Final consumption expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NETEXP Net expenditure","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NETEXP Net expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NETEXP Net expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NETEXPS Net expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NETEXPS Net expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","NETEXPS Net expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","TOTEXP Total expenditure","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","TOTEXP Total expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","TOTEXP Total expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","TOTEXPS Total expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","TOTEXPS Total expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","TOTEXPS Total expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D1K Compensation of employees","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D1K Compensation of employees","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D1K Compensation of employees","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D11K Wages and salaries","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D11K Wages and salaries","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D11K Wages and salaries","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D12K Employers' social contributions","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D12K Employers' social contributions","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D12K Employers' social contributions","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","P2K Intermediate consumption","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","P2K Intermediate consumption","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","P2K Intermediate consumption","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D29K Other taxes on production","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D29K Other taxes on production","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D29K Other taxes on production","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D3K Subsidies","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D3K Subsidies","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D3K Subsidies","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D4K Property expenditure","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D4K Property expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D4K Property expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D4SK  Property expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D5K Current taxes on income and wealth, etc., payable","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D5K Current taxes on income and wealth, etc., payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D5K Current taxes on income and wealth, etc., payable","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D62K Social benefits other than social transfers in kind, payable","Current prices",.
"S13149 Other social security funds","G0804  Religious and other community services","D62K Social benefits other than social transfers in kind, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0804  Religious and other community services","D62K Social benefits other than social transfers in kind, payable","Per capita, EUR",.
"S13149 Other social security funds","G0804  Religious and other community services","D632K Social transfers in kind - purchased market production","Current prices",.
